timestamp,year,month,week,day,weekday,time,author,commit,nr_commit,nr_file,nr_insert,nr_delete,nr_change
2018-09-11 20:06,2018,09,37,11,Tue,20:06,yang.zhang,425eb1ad4a84454a3fa3207709a660b692c3f4ff,1,3,54,24,30
2018-09-11 18:13,2018,09,37,11,Tue,18:13,Kai Zhou,b035bbf8b1ef352132afce183ae28973b448febd,1,2,73,3,70
2018-09-11 18:00,2018,09,37,11,Tue,18:00,yang.zhang,463621794e268a6eeb83bc4de2c5dec0404f2201,1,9,674,0,674
2018-09-11 17:33,2018,09,37,11,Tue,17:33,Kai Zhou,5e2bd748d614368a9a622c1a5345ce6a7b3c4ca9,1,21,2623,4,2619
2018-09-10 19:57,2018,09,37,10,Mon,19:57,Kai Zhou,266a194fb7bbae4b4d2b75a4b9988a4df2bff5bb,1,3,697,21,676
2018-09-10 19:31,2018,09,37,10,Mon,19:31,yang.zhang,f17d16708a24888989cb9d400a2b6a308fe903c0,1,9,1721,0,1721
2018-09-10 19:28,2018,09,37,10,Mon,19:28,yang.zhang,2895f8cbb3054efb49f5318157e8e31c20a41ec1,1,6,536,0,536
2018-09-10 19:16,2018,09,37,10,Mon,19:16,yang.zhang,d705dbbf84f4d4835db1f86b00237195d1393399,1,1,4,1,3
2018-09-10 11:04,2018,09,37,10,Mon,11:04,Kai Zhou,203f2604a6b29709eb1460ac83fa17513ef8f3d5,1,7,44,47,-3
2018-09-10 09:38,2018,09,37,10,Mon,09:38,Kai Zhou,c421f898939abeaab32b840c5fb1938639aa9e42,1,5,10,5,5
2018-09-08 19:03,2018,09,36,08,Sat,19:03,yang.zhang,2999bcc0dfe8db8b3e3c54fa0b23deb699d80378,1,1,17,3,14
2018-09-08 18:06,2018,09,36,08,Sat,18:06,Kai Zhou,56a3348acae5c1050aff9ecb2cc62a0eac6d0783,1,5,49,22,27
2018-09-07 21:36,2018,09,36,07,Fri,21:36,yang.zhang,2e33985d100edd5e14ffb367c3e33c56e5dfb1d2,1,7,156,50,106
2018-09-07 19:39,2018,09,36,07,Fri,19:39,Kai Zhou,e8b41d02e39be9912ce7c99bfde2a97d8a1e8446,1,24,593,109,484
2018-09-06 19:21,2018,09,36,06,Thu,19:21,Kai Zhou,0e59af25f5f8bb4d6401b021ec11b27d1ebb108a,1,3,18,20,-2
2018-09-06 16:50,2018,09,36,06,Thu,16:50,Kai Zhou,aa994e2499ac323898d459e248e65ada3b5d372c,1,6,256,205,51
2018-09-06 12:12,2018,09,36,06,Thu,12:12,Kai Zhou,e27255a7f940950d4d2564f28b0eeab0121d33bb,1,9,98,100,-2
2018-09-06 11:18,2018,09,36,06,Thu,11:18,Kai Zhou,9c8a75eb1594fa7ca1cc0f3d780fbae4cbb48855,1,7,167,170,-3
2018-09-06 09:41,2018,09,36,06,Thu,09:41,Kai Zhou,cac0c5586783af7b0c2fb2922f9d0b2133e50a29,1,1,4,5,-1
2018-09-06 09:36,2018,09,36,06,Thu,09:36,Kai Zhou,f10724ee6fc3a0de95f3f7063edfcfba5b876077,1,1,2,3,-1
2018-09-05 20:45,2018,09,36,05,Wed,20:45,Kai Zhou,d6a8b2029c85fed2c6679dffd7690db55500bac4,1,1,4,4,0
2018-09-05 19:49,2018,09,36,05,Wed,19:49,Kai Zhou,7749f1e8ca067d432f6fca2068f6f7d3fd172fd9,1,4,35,28,7
2018-09-05 18:48,2018,09,36,05,Wed,18:48,Kai Zhou,f91b7b289cf31c323d70a6412950b38fd9c5671c,1,1,5,0,5
2018-09-05 18:13,2018,09,36,05,Wed,18:13,Kai Zhou,d3c8b19d0908efedf92353775f32b82f8d5d0330,1,4,44,31,13
2018-09-05 16:27,2018,09,36,05,Wed,16:27,Kai Zhou,803ac48505b9a8f756c71b79577f0c3e78df9839,1,15,562,51,511
2018-09-04 21:14,2018,09,36,04,Tue,21:14,Kai Zhou,e89abf927ee32932b094c38309680e24e62b0892,1,3,19,6,13
2018-09-04 20:30,2018,09,36,04,Tue,20:30,Kai Zhou,bf92c68d0039980e91eb6dae12acf5a10ce1154d,1,1,3,3,0
2018-09-04 19:59,2018,09,36,04,Tue,19:59,Kai Zhou,efc9427fa4f0f0cfde13f89a14c3ed48969d55fd,1,1,4,4,0
2018-09-04 19:23,2018,09,36,04,Tue,19:23,Kai Zhou,d956564af6ee848e69ed7e8f47c0be2766b4b46f,1,1,2,2,0
2018-09-04 19:20,2018,09,36,04,Tue,19:20,Kai Zhou,739ba9f3887b269eb8a31cea8d2c6a9dc195e6b9,1,2,3,36,-33
2018-09-04 19:00,2018,09,36,04,Tue,19:00,Kai Zhou,2b8db628a2afb99099fabd41ae6987667330a2e4,1,3,197,1,196
2018-09-04 17:50,2018,09,36,04,Tue,17:50,Kai Zhou,0dfc55049ff41dcc679e62494acbe04356f27ee5,1,1,8,2,6
2018-09-04 17:44,2018,09,36,04,Tue,17:44,Kai Zhou,99924f51d5907e0c3d1dd6cd6ffd46f631b11dab,1,1,2,1,1
2018-09-04 17:35,2018,09,36,04,Tue,17:35,Kai Zhou,b21795a3e14b68dd695e5eccf9316cd7a249f793,1,1,6,0,6
2018-09-04 17:26,2018,09,36,04,Tue,17:26,Kai Zhou,ef410b93eb6ffa87ed96a741a2d3ac41b952567e,1,1,20,2,18
2018-09-04 17:13,2018,09,36,04,Tue,17:13,Kai Zhou,9be4343c965503a93032e99da01520a79073dc42,1,1,13,7,6
2018-09-04 16:37,2018,09,36,04,Tue,16:37,Kai Zhou,2b15c6be1993fc5e1178f778ee7c09d213362b87,1,10,231,154,77
2018-09-04 16:35,2018,09,36,04,Tue,16:35,Kai Zhou,c27019bc1c761574d30c3ef417ed5ca001c45db0,1,4,121,106,15
2018-09-03 13:29,2018,09,36,03,Mon,13:29,yang.zhang,aa46aaf064ad95661fd9ab0baa4f21d0af4ea38a,1,3,34,11,23
2018-09-03 11:17,2018,09,36,03,Mon,11:17,yang.zhang,909866f322116d16672372f9e9b32a678b5829fc,1,3,30,19,11
2018-09-03 09:47,2018,09,36,03,Mon,09:47,Yang Zhang,0db3b787c837b2f5749f067e9010edced9e19067,1,1,2,0,2
2018-09-03 09:35,2018,09,36,03,Mon,09:35,yang.zhang,479844be456fe0bd75ac5073f873323d1f24c173,1,1,9,9,0
2018-09-03 09:31,2018,09,36,03,Mon,09:31,yang.zhang,a0d3177c8c50b41c1af89cf6bdd1e00962071f51,1,3,59,22,37
2018-09-01 18:48,2018,09,35,01,Sat,18:48,yang.zhang,3139d31743a612d588a06be811f32866401a32e5,1,3,275,15,260
2018-09-01 17:37,2018,09,35,01,Sat,17:37,Kai Zhou,65d7c64e0e7df07795a8ef3848c753b0752f000c,1,1,2,2,0
2018-09-01 16:47,2018,09,35,01,Sat,16:47,Kai Zhou,4d361099cd4ea46951a8a5cb0d900a80993bcb38,1,2,4,2,2
2018-09-01 16:17,2018,09,35,01,Sat,16:17,Kai Zhou,e567527b687bd72b0391e962bb365995618f0494,1,1,4,5,-1
2018-09-01 15:07,2018,09,35,01,Sat,15:07,Kai Zhou,97f3b3dab3ba0cadacacffaa21afee471e6c0436,1,7,126,134,-8
2018-09-01 13:14,2018,09,35,01,Sat,13:14,Kai Zhou,5fbfdf8cf3c8adf1862b46083796202835e4404c,1,3,117,44,73
2018-08-31 19:13,2018,08,35,31,Fri,19:13,Kai Zhou,6b91567658174d5ec731cba4d2e672e09da2ed07,1,1,97,1,96
2018-08-31 18:42,2018,08,35,31,Fri,18:42,Kai Zhou,45d456688a4fe7eaf731d59b4d8ab3455a5d6228,1,12,350,157,193
2018-08-31 11:33,2018,08,35,31,Fri,11:33,Kai Zhou,c17fe644a7be4244cf698b55d23c174d739294b4,1,6,48,24,24
2018-08-30 22:05,2018,08,35,30,Thu,22:05,yang.zhang,8ec1e503b0f59c2b3f379e37a4f419e4aed55e76,1,2,167,96,71
2018-08-30 20:13,2018,08,35,30,Thu,20:13,Kai Zhou,76294ea9a6adf04c811edf9d191763265cae0312,1,2,5,5,0
2018-08-30 19:41,2018,08,35,30,Thu,19:41,Kai Zhou,d081e889614af98a3534ce3772a7df1ddeec2416,1,1,4,1,3
2018-08-30 19:31,2018,08,35,30,Thu,19:31,Kai Zhou,fa7b33b379c4d30c20d8746e3518c6cb5e7c199e,1,3,2,548,-546
2018-08-30 19:21,2018,08,35,30,Thu,19:21,Kai Zhou,ea59057e516cdb9f63d619656256ad1e7de80156,1,1,3,1,2
2018-08-30 19:18,2018,08,35,30,Thu,19:18,Kai Zhou,b48e4ce890babe2f3104a0b2613f93b6191b8017,1,1,1,1,0
2018-08-30 19:12,2018,08,35,30,Thu,19:12,Kai Zhou,e7073407bc3d6944a612dfba7440d54e93ff510e,1,1,1,0,1
2018-08-30 19:07,2018,08,35,30,Thu,19:07,Kai Zhou,dde4e2d818b33c21a43b01d60b54022b780cc532,1,5,80,28,52
2018-08-30 17:11,2018,08,35,30,Thu,17:11,Kai Zhou,b7f3bc301b9fa43342e1ebb318a4c92461ca3484,1,10,132,2973,-2841
2018-08-30 15:13,2018,08,35,30,Thu,15:13,Kai Zhou,f0d1d81a28ed3a07fa3e5fd39518c5c2506b6680,1,6,257,81,176
2018-08-29 17:23,2018,08,35,29,Wed,17:23,Kai Zhou,491bc9436d91ad10dc3ea87bc12893f7de77af3e,1,11,473,37,436
2018-08-29 10:25,2018,08,35,29,Wed,10:25,Kai Zhou,972a616bfba2200a130eabccca37d096136e8206,1,7,36,16,20
2018-08-28 17:01,2018,08,35,28,Tue,17:01,Kai Zhou,b910e3dc12d7b38a12fc4a51257d7c0041d62895,1,6,17,34,-17
